Job_Title,Company,City,Experience_Level,Skills_Required,Education_Required,Clean_Skills,Search_Text
iOS Developer,Freshworks,Remote,Junior (1-3 yrs),"Swift, Firebase, Core Data, Xcode, REST APIs",B.Tech/B.E.,swift firebase core data xcode rest apis,iOS Developer swift firebase core data xcode rest apis B.Tech/B.E. Junior (1-3 yrs)
Data Engineer,InMobi,Remote,Junior (1-3 yrs),"Airflow, Python, Kafka, SQL, Spark, AWS",M.Tech/M.E.,airflow python kafka sql spark aws,Data Engineer airflow python kafka sql spark aws M.Tech/M.E. Junior (1-3 yrs)
Python Developer,Swiggy,Bangalore,Junior (1-3 yrs),"FastAPI, PostgreSQL, Python, Docker",BCA,fastapi postgresql python docker,Python Developer fastapi postgresql python docker BCA Junior (1-3 yrs)
UI/UX Designer,Google,Remote,Junior (1-3 yrs),"CSS, Wireframing, Figma, User Research",MBA,cs wireframing figma user research,UI/UX Designer cs wireframing figma user research MBA Junior (1-3 yrs)
Software Engineer,BrowserStack,Mumbai,Fresher (0-1 yr),"Python, System Design, Data Structures, Algorithms, Git",B.Tech/B.E.,python system design data structure algorithm git,Software Engineer python system design data structure algorithm git B.Tech/B.E. Fresher (0-1 yr)
Power BI Developer,Meesho,Remote,Mid (3-6 yrs),"Excel, Data Modeling, Power BI, DAX, SQL, ETL",BCA,excel data modeling power bi dax sql etl,Power BI Developer excel data modeling power bi dax sql etl BCA Mid (3-6 yrs)
Full Stack Developer,Zerodha,Remote,Senior (6-10 yrs),"PostgreSQL, MongoDB, REST APIs",MCA,postgresql mongodb rest apis,Full Stack Developer postgresql mongodb rest apis MCA Senior (6-10 yrs)
Cloud Engineer,Zomato,Mumbai,Fresher (0-1 yr),"GCP, Terraform, Azure",B.Tech/B.E.,gcp terraform azure,Cloud Engineer gcp terraform azure B.Tech/B.E. Fresher (0-1 yr)
Data Engineer,Deloitte,Hyderabad,Fresher (0-1 yr),"SQL, Kafka, Airflow",B.Tech/B.E.,sql kafka airflow,Data Engineer sql kafka airflow B.Tech/B.E. Fresher (0-1 yr)
Power BI Developer,IBM,Chennai,Junior (1-3 yrs),"ETL, Power BI, Excel, DAX, Azure, Data Modeling",M.Tech/M.E.,etl power bi excel dax azure data modeling,Power BI Developer etl power bi excel dax azure data modeling M.Tech/M.E. Junior (1-3 yrs)
Python Developer,Hasura,Ahmedabad,Mid (3-6 yrs),"FastAPI, Python, REST APIs, AWS, PostgreSQL, Docker",M.Tech/M.E.,fastapi python rest apis aws postgresql docker,Python Developer fastapi python rest apis aws postgresql docker M.Tech/M.E. Mid (3-6 yrs)
Product Manager,Urban Company,Bangalore,Lead (10+ yrs),"User Research, JIRA, A/B Testing, Agile, Roadmapping, SQL",M.Tech/M.E.,user research jira ab testing agile roadmapping sql,Product Manager user research jira ab testing agile roadmapping sql M.Tech/M.E. Lead (10+ yrs)
iOS Developer,Khatabook,Kochi,Junior (1-3 yrs),"Swift, Xcode, SwiftUI, REST APIs, Firebase, Core Data",MCA,swift xcode swiftui rest apis firebase core data,iOS Developer swift xcode swiftui rest apis firebase core data MCA Junior (1-3 yrs)
Android Developer,Cognizant,Remote,Mid (3-6 yrs),"Kotlin, Firebase, Java, Jetpack Compose, Android SDK, REST APIs",B.Tech/B.E.,kotlin firebase java jetpack compose android sdk rest apis,Android Developer kotlin firebase java jetpack compose android sdk rest apis B.Tech/B.E. Mid (3-6 yrs)
Power BI Developer,Slice,Hyderabad,Junior (1-3 yrs),"Data Modeling, ETL, Excel",M.Tech/M.E.,data modeling etl excel,Power BI Developer data modeling etl excel M.Tech/M.E. Junior (1-3 yrs)
Python Developer,Oracle,Lucknow,Senior (6-10 yrs),"Django, AWS, PostgreSQL",MCA,django aws postgresql,Python Developer django aws postgresql MCA Senior (6-10 yrs)
MLOps Engineer,Cisco,Hyderabad,Junior (1-3 yrs),"AWS, Docker, Python, Airflow",B.Tech/B.E.,aws docker python airflow,MLOps Engineer aws docker python airflow B.Tech/B.E. Junior (1-3 yrs)
Data Analyst,ONGC,Remote,Mid (3-6 yrs),"Data Visualization, SQL, Tableau",M.Tech/M.E.,data visualization sql tableau,Data Analyst data visualization sql tableau M.Tech/M.E. Mid (3-6 yrs)
Data Analyst,Infosys,Hyderabad,Fresher (0-1 yr),"Statistics, Python, SQL, Data Visualization, Excel, Tableau",B.Tech/B.E.,statistic python sql data visualization excel tableau,Data Analyst statistic python sql data visualization excel tableau B.Tech/B.E. Fresher (0-1 yr)
React Developer,ONGC,Delhi,Junior (1-3 yrs),"Redux, React, TypeScript, Next.js",MCA,redux react typescript nextjs,React Developer redux react typescript nextjs MCA Junior (1-3 yrs)
QA Engineer,HAL,Remote,Mid (3-6 yrs),"JIRA, API Testing, Selenium, Python, Postman, Manual Testing",B.Tech/B.E.,jira api testing selenium python postman manual testing,QA Engineer jira api testing selenium python postman manual testing B.Tech/B.E. Mid (3-6 yrs)
Cybersecurity Analyst,Wipro,Remote,Fresher (0-1 yr),"Penetration Testing, Python, Network Security",B.Tech/B.E.,penetration testing python network security,Cybersecurity Analyst penetration testing python network security B.Tech/B.E. Fresher (0-1 yr)
Technical Lead,Fi Money,Chandigarh,Lead (10+ yrs),"System Design, Agile, Microservices",BCA,system design agile microservices,Technical Lead system design agile microservices BCA Lead (10+ yrs)
Data Engineer,HCL Technologies,Pune,Junior (1-3 yrs),"AWS, Python, dbt",B.Tech/B.E.,aws python dbt,Data Engineer aws python dbt B.Tech/B.E. Junior (1-3 yrs)
Engineering Manager,ONGC,Remote,Senior (6-10 yrs),"Hiring, People Management, OKRs, Agile",B.Tech/B.E.,hiring people management okrs agile,Engineering Manager hiring people management okrs agile B.Tech/B.E. Senior (6-10 yrs)
Java Developer,Deloitte,Delhi,Mid (3-6 yrs),"Spring Boot, Maven, REST APIs, SQL, Hibernate",MCA,spring boot maven rest apis sql hibernate,Java Developer spring boot maven rest apis sql hibernate MCA Mid (3-6 yrs)
Backend Developer,Dream11,Chennai,Mid (3-6 yrs),"Docker, Redis, FastAPI",BCA,docker redis fastapi,Backend Developer docker redis fastapi BCA Mid (3-6 yrs)
Frontend Developer,Swiggy,Bangalore,Senior (6-10 yrs),"TypeScript, HTML/CSS, Figma, JavaScript, Tailwind CSS",B.Tech/B.E.,typescript htmlcss figma javascript tailwind cs,Frontend Developer typescript htmlcss figma javascript tailwind cs B.Tech/B.E. Senior (6-10 yrs)
UI/UX Designer,Meesho,Chennai,Junior (1-3 yrs),"Wireframing, User Research, Figma",B.Tech/B.E.,wireframing user research figma,UI/UX Designer wireframing user research figma B.Tech/B.E. Junior (1-3 yrs)
Java Developer,Capgemini,Chennai,Lead (10+ yrs),"REST APIs, Java, Maven",BCA,rest apis java maven,Java Developer rest apis java maven BCA Lead (10+ yrs)
Data Scientist,Urban Company,Mumbai,Mid (3-6 yrs),"Scikit-learn, Deep Learning, NLP, Pandas, Machine Learning",BCA,scikitlearn deep learning nlp panda machine learning,Data Scientist scikitlearn deep learning nlp panda machine learning BCA Mid (3-6 yrs)
Power BI Developer,Fi Money,Mumbai,Junior (1-3 yrs),"DAX, Azure, Data Modeling, Excel, Power BI, SQL",M.Tech/M.E.,dax azure data modeling excel power bi sql,Power BI Developer dax azure data modeling excel power bi sql M.Tech/M.E. Junior (1-3 yrs)
QA Engineer,InMobi,Remote,Junior (1-3 yrs),"JIRA, Python, Postman",M.Tech/M.E.,jira python postman,QA Engineer jira python postman M.Tech/M.E. Junior (1-3 yrs)
Backend Developer,Razorpay,Mumbai,Fresher (0-1 yr),"Java, Django, Docker",BCA,java django docker,Backend Developer java django docker BCA Fresher (0-1 yr)
iOS Developer,TCS,Hyderabad,Junior (1-3 yrs),"Swift, Core Data, SwiftUI",BCA,swift core data swiftui,iOS Developer swift core data swiftui BCA Junior (1-3 yrs)
Java Developer,Tech Mahindra,Remote,Lead (10+ yrs),"Hibernate, SQL, Maven, REST APIs",MCA,hibernate sql maven rest apis,Java Developer hibernate sql maven rest apis MCA Lead (10+ yrs)
Node.js Developer,BHEL,Remote,Junior (1-3 yrs),"Node.js, JavaScript, MongoDB",MBA,nodejs javascript mongodb,Node.js Developer nodejs javascript mongodb MBA Junior (1-3 yrs)
Data Analyst,Chargebee,Remote,Senior (6-10 yrs),"Power BI, SQL, Statistics, Excel, Python, Tableau",B.Tech/B.E.,power bi sql statistic excel python tableau,Data Analyst power bi sql statistic excel python tableau B.Tech/B.E. Senior (6-10 yrs)
Node.js Developer,Hasura,Mumbai,Junior (1-3 yrs),"REST APIs, Node.js, Express.js, MongoDB, JavaScript",MBA,rest apis nodejs expressjs mongodb javascript,Node.js Developer rest apis nodejs expressjs mongodb javascript MBA Junior (1-3 yrs)
DevOps Engineer,InMobi,Remote,Fresher (0-1 yr),"Terraform, Linux, Kubernetes",BCA,terraform linux kubernetes,DevOps Engineer terraform linux kubernetes BCA Fresher (0-1 yr)
Backend Developer,Microsoft,Coimbatore,Fresher (0-1 yr),"Redis, Python, MongoDB",MCA,redis python mongodb,Backend Developer redis python mongodb MCA Fresher (0-1 yr)
UI/UX Designer,Darwinbox,Pune,Senior (6-10 yrs),"Figma, User Research, Adobe XD, Prototyping, Wireframing",B.Tech/B.E.,figma user research adobe xd prototyping wireframing,UI/UX Designer figma user research adobe xd prototyping wireframing B.Tech/B.E. Senior (6-10 yrs)
UI/UX Designer,TCS,Bangalore,Mid (3-6 yrs),"Prototyping, Wireframing, Adobe XD, User Research, CSS",MCA,prototyping wireframing adobe xd user research cs,UI/UX Designer prototyping wireframing adobe xd user research cs MCA Mid (3-6 yrs)
Frontend Developer,Tech Mahindra,Remote,Senior (6-10 yrs),"TypeScript, Tailwind CSS, React, Next.js, Figma",B.Tech/B.E.,typescript tailwind cs react nextjs figma,Frontend Developer typescript tailwind cs react nextjs figma B.Tech/B.E. Senior (6-10 yrs)
MLOps Engineer,ISRO,Remote,Junior (1-3 yrs),"Kubernetes, MLflow, CI/CD",B.Tech/B.E.,kubernetes mlflow cicd,MLOps Engineer kubernetes mlflow cicd B.Tech/B.E. Junior (1-3 yrs)
Data Scientist,Accenture,Indore,Mid (3-6 yrs),"Tableau, Deep Learning, Pandas, Statistics, Machine Learning",B.Tech/B.E.,tableau deep learning panda statistic machine learning,Data Scientist tableau deep learning panda statistic machine learning B.Tech/B.E. Mid (3-6 yrs)
Backend Developer,Deloitte,Jaipur,Fresher (0-1 yr),"Redis, Docker, FastAPI, Python, MongoDB",M.Tech/M.E.,redis docker fastapi python mongodb,Backend Developer redis docker fastapi python mongodb M.Tech/M.E. Fresher (0-1 yr)
UI/UX Designer,Zerodha,Nagpur,Fresher (0-1 yr),"CSS, Prototyping, User Research, Adobe XD, Figma",M.Tech/M.E.,cs prototyping user research adobe xd figma,UI/UX Designer cs prototyping user research adobe xd figma M.Tech/M.E. Fresher (0-1 yr)
iOS Developer,InMobi,Lucknow,Senior (6-10 yrs),"Xcode, Firebase, REST APIs, SwiftUI, Swift, Core Data",B.Sc (CS/IT),xcode firebase rest apis swiftui swift core data,iOS Developer xcode firebase rest apis swiftui swift core data B.Sc (CS/IT) Senior (6-10 yrs)
iOS Developer,Tech Mahindra,Remote,Lead (10+ yrs),"Xcode, Firebase, Core Data, SwiftUI, REST APIs, Swift",B.Tech/B.E.,xcode firebase core data swiftui rest apis swift,iOS Developer xcode firebase core data swiftui rest apis swift B.Tech/B.E. Lead (10+ yrs)
Backend Developer,NTPC,Hyderabad,Junior (1-3 yrs),"Python, Docker, Redis",BCA,python docker redis,Backend Developer python docker redis BCA Junior (1-3 yrs)
Software Engineer,Hasura,Remote,Mid (3-6 yrs),"Git, System Design, Data Structures, C++, REST APIs, Java",B.Tech/B.E.,git system design data structure c rest apis java,Software Engineer git system design data structure c rest apis java B.Tech/B.E. Mid (3-6 yrs)
Cybersecurity Analyst,Zomato,Remote,Mid (3-6 yrs),"Network Security, Python, SIEM",MCA,network security python siem,Cybersecurity Analyst network security python siem MCA Mid (3-6 yrs)
Data Analyst,Deloitte,Remote,Senior (6-10 yrs),"Excel, SQL, Python, Tableau, Statistics",B.Sc (CS/IT),excel sql python tableau statistic,Data Analyst excel sql python tableau statistic B.Sc (CS/IT) Senior (6-10 yrs)
DevOps Engineer,Wipro,Remote,Junior (1-3 yrs),"CI/CD, Docker, AWS",B.Tech/B.E.,cicd docker aws,DevOps Engineer cicd docker aws B.Tech/B.E. Junior (1-3 yrs)
React Developer,Tech Mahindra,Remote,Fresher (0-1 yr),"Next.js, HTML/CSS, React, TypeScript, Redux, JavaScript",BCA,nextjs htmlcss react typescript redux javascript,React Developer nextjs htmlcss react typescript redux javascript BCA Fresher (0-1 yr)
Cybersecurity Analyst,InMobi,Nagpur,Mid (3-6 yrs),"Penetration Testing, Ethical Hacking, SIEM, Python, Network Security",MBA,penetration testing ethical hacking siem python network security,Cybersecurity Analyst penetration testing ethical hacking siem python network security MBA Mid (3-6 yrs)
Product Manager,Fi Money,Remote,Senior (6-10 yrs),"User Research, JIRA, A/B Testing, SQL, Agile, Product Strategy",BCA,user research jira ab testing sql agile product strategy,Product Manager user research jira ab testing sql agile product strategy BCA Senior (6-10 yrs)
Software Engineer,Slice,Remote,Fresher (0-1 yr),"System Design, C++, Git, Data Structures, REST APIs, Java",B.Tech/B.E.,system design c git data structure rest apis java,Software Engineer system design c git data structure rest apis java B.Tech/B.E. Fresher (0-1 yr)
Technical Lead,Wipro,Remote,Mid (3-6 yrs),"Code Review, Microservices, System Design, AWS, Agile",B.Tech/B.E.,code review microservices system design aws agile,Technical Lead code review microservices system design aws agile B.Tech/B.E. Mid (3-6 yrs)
Node.js Developer,Chargebee,Remote,Mid (3-6 yrs),"MongoDB, JavaScript, Node.js, Express.js",B.Tech/B.E.,mongodb javascript nodejs expressjs,Node.js Developer mongodb javascript nodejs expressjs B.Tech/B.E. Mid (3-6 yrs)
Frontend Developer,Postman,Remote,Fresher (0-1 yr),"Figma, Tailwind CSS, HTML/CSS",B.Tech/B.E.,figma tailwind cs htmlcss,Frontend Developer figma tailwind cs htmlcss B.Tech/B.E. Fresher (0-1 yr)
AI Engineer,Cisco,Mumbai,Senior (6-10 yrs),"Prompt Engineering, OpenAI API, Vector DBs, RAG, LangChain, LLMs",B.Tech/B.E.,prompt engineering openai api vector db rag langchain llm,AI Engineer prompt engineering openai api vector db rag langchain llm B.Tech/B.E. Senior (6-10 yrs)
React Developer,InMobi,Remote,Fresher (0-1 yr),"Redux, Next.js, HTML/CSS, TypeScript, JavaScript, React",B.Tech/B.E.,redux nextjs htmlcss typescript javascript react,React Developer redux nextjs htmlcss typescript javascript react B.Tech/B.E. Fresher (0-1 yr)
Node.js Developer,Google,Pune,Mid (3-6 yrs),"JavaScript, MongoDB, Node.js",B.Tech/B.E.,javascript mongodb nodejs,Node.js Developer javascript mongodb nodejs B.Tech/B.E. Mid (3-6 yrs)
Android Developer,Setu,Coimbatore,Mid (3-6 yrs),"Jetpack Compose, Java, Android SDK, Firebase, REST APIs, Kotlin",BCA,jetpack compose java android sdk firebase rest apis kotlin,Android Developer jetpack compose java android sdk firebase rest apis kotlin BCA Mid (3-6 yrs)
QA Engineer,Hasura,Remote,Senior (6-10 yrs),"Postman, Python, Selenium",MBA,postman python selenium,QA Engineer postman python selenium MBA Senior (6-10 yrs)
iOS Developer,Zerodha,Chennai,Mid (3-6 yrs),"Xcode, Firebase, SwiftUI, REST APIs",B.Tech/B.E.,xcode firebase swiftui rest apis,iOS Developer xcode firebase swiftui rest apis B.Tech/B.E. Mid (3-6 yrs)
Technical Lead,Ola,Remote,Junior (1-3 yrs),"Agile, Microservices, System Design, Team Leadership, Code Review, AWS",MCA,agile microservices system design team leadership code review aws,Technical Lead agile microservices system design team leadership code review aws MCA Junior (1-3 yrs)
AI Engineer,Groww,Mumbai,Mid (3-6 yrs),"LLMs, RAG, Vector DBs, NLP, Python",BCA,llm rag vector db nlp python,AI Engineer llm rag vector db nlp python BCA Mid (3-6 yrs)
DevOps Engineer,Nykaa,Bangalore,Senior (6-10 yrs),"CI/CD, AWS, Kubernetes, Jenkins, Docker, Linux",MCA,cicd aws kubernetes jenkins docker linux,DevOps Engineer cicd aws kubernetes jenkins docker linux MCA Senior (6-10 yrs)
Backend Developer,HAL,Mumbai,Senior (6-10 yrs),"Python, MongoDB, FastAPI, Docker, Node.js",M.Tech/M.E.,python mongodb fastapi docker nodejs,Backend Developer python mongodb fastapi docker nodejs M.Tech/M.E. Senior (6-10 yrs)
QA Engineer,Capgemini,Delhi,Mid (3-6 yrs),"Postman, JIRA, API Testing, Manual Testing, Selenium",BCA,postman jira api testing manual testing selenium,QA Engineer postman jira api testing manual testing selenium BCA Mid (3-6 yrs)
Frontend Developer,Microsoft,Mumbai,Mid (3-6 yrs),"Next.js, JavaScript, Tailwind CSS, TypeScript, Figma",B.Tech/B.E.,nextjs javascript tailwind cs typescript figma,Frontend Developer nextjs javascript tailwind cs typescript figma B.Tech/B.E. Mid (3-6 yrs)
Business Analyst,Flipkart,Indore,Senior (6-10 yrs),"SQL, Power BI, JIRA, Requirements Gathering, Agile, Excel",B.Tech/B.E.,sql power bi jira requirement gathering agile excel,Business Analyst sql power bi jira requirement gathering agile excel B.Tech/B.E. Senior (6-10 yrs)
Backend Developer,Hasura,Remote,Senior (6-10 yrs),"FastAPI, Node.js, PostgreSQL, Redis, Python",B.Tech/B.E.,fastapi nodejs postgresql redis python,Backend Developer fastapi nodejs postgresql redis python B.Tech/B.E. Senior (6-10 yrs)
Product Manager,Accenture,Remote,Lead (10+ yrs),"JIRA, A/B Testing, SQL, Roadmapping, Product Strategy, User Research",BCA,jira ab testing sql roadmapping product strategy user research,Product Manager jira ab testing sql roadmapping product strategy user research BCA Lead (10+ yrs)
Python Developer,Zomato,Remote,Fresher (0-1 yr),"PostgreSQL, Docker, FastAPI, Python, REST APIs",MCA,postgresql docker fastapi python rest apis,Python Developer postgresql docker fastapi python rest apis MCA Fresher (0-1 yr)
Java Developer,BrowserStack,Mumbai,Mid (3-6 yrs),"Hibernate, Java, REST APIs, Maven",B.Tech/B.E.,hibernate java rest apis maven,Java Developer hibernate java rest apis maven B.Tech/B.E. Mid (3-6 yrs)
React Developer,BrowserStack,Remote,Junior (1-3 yrs),"Next.js, Redux, JavaScript, TypeScript, React, HTML/CSS",B.Tech/B.E.,nextjs redux javascript typescript react htmlcss,React Developer nextjs redux javascript typescript react htmlcss B.Tech/B.E. Junior (1-3 yrs)
Data Engineer,HAL,Kolkata,Lead (10+ yrs),"Kafka, Python, ETL, AWS, dbt, Spark",B.Com + Certification,kafka python etl aws dbt spark,Data Engineer kafka python etl aws dbt spark B.Com + Certification Lead (10+ yrs)
Data Scientist,Khatabook,Remote,Fresher (0-1 yr),"NLP, Scikit-learn, Statistics, Machine Learning",B.Tech/B.E.,nlp scikitlearn statistic machine learning,Data Scientist nlp scikitlearn statistic machine learning B.Tech/B.E. Fresher (0-1 yr)
QA Engineer,PhonePe,Nagpur,Mid (3-6 yrs),"Manual Testing, Python, API Testing, Postman",B.Tech/B.E.,manual testing python api testing postman,QA Engineer manual testing python api testing postman B.Tech/B.E. Mid (3-6 yrs)
Engineering Manager,BHEL,Pune,Junior (1-3 yrs),"System Design, OKRs, Hiring",B.Tech/B.E.,system design okrs hiring,Engineering Manager system design okrs hiring B.Tech/B.E. Junior (1-3 yrs)
DevOps Engineer,Deloitte,Remote,Lead (10+ yrs),"Ansible, Terraform, Jenkins, Kubernetes, Docker, AWS",B.Tech/B.E.,ansible terraform jenkins kubernetes docker aws,DevOps Engineer ansible terraform jenkins kubernetes docker aws B.Tech/B.E. Lead (10+ yrs)
